tconst	titleType	title	year	endYear	isAdult	runtime	genres	rating	numVotes	description	cast	streaming_platforms	url	scrape_status
tt0903747	tvSeries	Breaking Bad	2008.0	2013	0.0	45	Crime,Drama,Thriller	9.5	2405005.0	Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.			https://www.streamwithvpn.com/breaking-bad-2008	success
tt0111161	movie	The Shawshank Redemption	1994.0	\N	0.0	142	Drama	9.3	3104334.0	Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.			https://www.streamwithvpn.com/the-shawshank-redemption-1994	success
tt0417299	tvSeries	Avatar: The Last Airbender	2005.0	2008	0.0	23	Action,Adventure,Animation	9.3	417720.0	In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.			https://www.streamwithvpn.com/avatar-the-last-airbender-2005	success
tt0306414	tvSeries	The Wire	2002.0	2008	0.0	60	Crime,Drama,Thriller	9.3	413512.0	Told from the points of view of both the Baltimore homicide and narcotics detectives and their targets, the series captures a universe in which the national war on drugs has become a permanent, self-sustaining bureaucracy, and distinctions between good and evil are routinely obliterated.			https://www.streamwithvpn.com/the-wire-2002	success
tt0944947	tvSeries	Game of Thrones	2011.0	2019	0.0	60	Action,Adventure,Drama	9.2	2485498.0	Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and icy horrors beyond.			https://www.streamwithvpn.com/game-of-thrones-2011	success
tt0068646	movie	The Godfather	1972.0	\N	0.0	175	Crime,Drama	9.2	2163561.0	Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.			https://www.streamwithvpn.com/the-godfather-1972	success
tt0141842	tvSeries	The Sopranos	1999.0	2007	0.0	60	Crime,Drama	9.2	545115.0	The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.			https://www.streamwithvpn.com/the-sopranos-1999	success
tt0468569	movie	The Dark Knight	2008.0	\N	0.0	152	Action,Crime,Drama	9.1	3079402.0	Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.			https://www.streamwithvpn.com/the-dark-knight-2008	success
tt2560140	tvSeries	Attack on Titan	2013.0	2023	0.0	24	Action,Adventure,Animation	9.1	649760.0	100 years ago, the last remnants of humanity were forced to retreat behind the towering walls of a fortified city to escape the massive, man-eating Titans that roamed the land outside their fortress. Only the members of the Scouting Legion dared to stray beyond the safety of the walls – but even those brave warriors seldom returned alive. Those within the city clung to the illusion of a peaceful existence until the day that dream was shattered, and their slim chance at survival was reduced to one horrifying choice: kill – or be devoured!			https://www.streamwithvpn.com/attack-on-titan-2013	success
tt14392248	tvSeries	Aspirants	2021.0	\N	0.0	45	Drama	9.1	316623.0	Aspirants is a story of 3 friends - Abhilash, SK, and Guri. The story takes place in the past and the present where the past captures the struggle and the drama behind the making of UPSC CSE aspirants in Old Rajinder Nagar of Delhi, while the present talks about the aftermath. It is the story of three UPSC aspirants journey.			https://www.streamwithvpn.com/aspirants-2021	success
tt0167260	movie	The Lord of the Rings: The Return of the King	2003.0	\N	0.0	201	Adventure,Drama,Fantasy	9.0	2109912.0	As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​			https://www.streamwithvpn.com/the-lord-of-the-rings-the-return-of-the-king-2003	success
tt1355642	tvSeries	Fullmetal Alchemist: Brotherhood	2009.0	2010	0.0	24	Action,Adventure,Animation	9.1	230785.0	Disregard for alchemy’s laws ripped half of Edward Elric’s limbs from his body and left his brother Alphonse’s soul clinging to a suit of armor. To restore what was lost, the brothers seek the Philosopher’s Stone. Enemies and allies – the corrupt military, the Homunculi, and foreign alchemists – will alter the Elric brothers course, but their purpose will remain unchanged and their bond unbreakable.			https://www.streamwithvpn.com/fullmetal-alchemist-brotherhood-2009	success
tt0108052	movie	Schindler's List	1993.0	\N	0.0	195	Biography,Drama,History	9.0	1547804.0	The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.			https://www.streamwithvpn.com/schindlers-list-1993	success
tt0071562	movie	The Godfather Part II	1974.0	\N	0.0	202	Crime,Drama	9.0	1453930.0	In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.			https://www.streamwithvpn.com/the-godfather-part-ii-1974	success
tt1475582	tvSeries	Sherlock	2010.0	2017	0.0	90	Crime,Drama,Mystery	9.0	1062990.0	A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.			https://www.streamwithvpn.com/sherlock-2010	success
tt0050083	movie	12 Angry Men	1957.0	\N	0.0	96	Crime,Drama	9.0	950020.0	The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.			https://www.streamwithvpn.com/12-angry-men-1957	success
tt0386676	tvSeries	The Office	2005.0	2013	0.0	22	Comedy	9.0	796073.0	The everyday lives of office employees in the Scranton, Pennsylvania branch of the fictional Dunder Mifflin Paper Company.			https://www.streamwithvpn.com/the-office-2005	success
tt3032476	tvSeries	Better Call Saul	2015.0	2022	0.0	45	Crime,Drama	9.0	766246.0	"Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer""."			https://www.streamwithvpn.com/better-call-saul-2015	success
tt2861424	tvSeries	Rick and Morty	2013.0	\N	0.0	23	Adventure,Animation,Comedy	9.0	669516.0	Rick is a mentally-unbalanced but scientifically gifted old man who has recently reconnected with his family. He spends most of his time involving his young grandson Morty in dangerous, outlandish adventures throughout space and alternate universes. Compounded with Morty's already unstable family life, these events cause Morty much distress at home and school.			https://www.streamwithvpn.com/rick-and-morty-2013	success
tt11126994	tvSeries	Arcane	2021.0	2024	0.0	40	Action,Adventure,Animation	9.0	414396.0	Amid the stark discord of twin cities Piltover and Zaun, two sisters fight on rival sides of a war between magic technologies and clashing convictions.			https://www.streamwithvpn.com/arcane-2021	success
tt0388629	tvSeries	One Piece	1999.0	\N	0.0	24	Action,Adventure,Animation	9.0	325039.0	"Years ago, the fearsome Pirate King, Gol D. Roger was executed leaving a huge pile of treasure and the famous ""One Piece"" behind. Whoever claims the ""One Piece"" will be named the new King of the Pirates.

Monkey D. Luffy, a boy who consumed a ""Devil Fruit,"" decides to follow in the footsteps of his idol, the pirate Shanks, and find the One Piece. It helps, of course, that his body has the properties of rubber and that he's surrounded by a bevy of skilled fighters and thieves to help him along the way.

Luffy will do anything to get the One Piece and become King of the Pirates!"			https://www.streamwithvpn.com/one-piece-1999	success
tt0120737	movie	The Lord of the Rings: The Fellowship of the Ring	2001.0	\N	0.0	178	Adventure,Drama,Fantasy	8.9	2144114.0	Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.			https://www.streamwithvpn.com/the-lord-of-the-rings-the-fellowship-of-the-ring-2001	success
tt0108778	tvSeries	Friends	1994.0	2004	0.0	22	Comedy,Romance	8.9	1162560.0	Six young people from New York City, on their own and struggling to survive in the real world, find the companionship, comfort and support they get from each other to be the perfect antidote to the pressures of life.			https://www.streamwithvpn.com/friends-1994	success
tt2356777	tvSeries	True Detective	2014.0	\N	0.0	60	Crime,Drama,Mystery	8.9	722123.0	An American anthology police detective series utilizing multiple timelines in which investigations seem to unearth personal and professional secrets of those involved, both within or outside the law.			https://www.streamwithvpn.com/true-detective-2014	success
tt30263074	tvSeries	Sapne Vs Everyone	2023.0	\N	0.0	\N	Drama	9.2	74579.0	Two obsessive dreamers collide with the resistance of expectations, morality and each other.			https://www.streamwithvpn.com/sapne-vs-everyone-2023	success
tt2098220	tvSeries	Hunter x Hunter	2011.0	2014	0.0	24	Action,Adventure,Animation	9.0	175048.0	To fulfill his dreams of becoming a legendary Hunter like his dad, a young boy must pass a rigorous examination and find his missing father.			https://www.streamwithvpn.com/hunter-x-hunter-2011	success
tt0877057	tvSeries	Death Note	2006.0	2007	0.0	24	Animation,Crime,Drama	8.9	445239.0	Light Yagami is an ace student with great prospects—and he’s bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and Light has vowed to use the power of the Death Note to rid the world of evil. But will Light succeed in his noble goal, or will the Death Note turn him into the very thing he fights against?			https://www.streamwithvpn.com/death-note-2006	success
tt33043892	tvSeries	Dexter: Resurrection	2025.0	\N	0.0	50	Crime,Drama,Thriller	9.1	94065.0	Dexter Morgan awakens from a coma to find Harrison gone without a trace. Realizing the weight of what he put his son through, Dexter sets out for New York City, determined to find him and make things right. But closure won't come easy. When Miami Metro's Angel Batista arrives with questions, Dexter realizes his past is catching up to him fast. As father and son navigate their own darkness in the city that never sleeps, they soon find themselves deeper than they ever imagined - and that the only way out is together.			https://www.streamwithvpn.com/dexter-resurrection	success
tt0098904	tvSeries	Seinfeld	1989.0	1998	0.0	22	Comedy	8.9	374403.0	A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.			https://www.streamwithvpn.com/seinfeld-1989	success
tt0303461	tvSeries	Firefly	2002.0	2003	0.0	45	Adventure,Drama,Sci-Fi	8.9	294335.0	"In the year 2517, after the arrival of humans in a new star system, follow the adventures of the renegade crew of Serenity, a ""Firefly-class"" spaceship."			https://www.streamwithvpn.com/firefly-2002	success
tt0103359	tvSeries	Batman: The Animated Series	1992.0	1995	0.0	23	Action,Adventure,Animation	9.0	130582.0	"Vowing to avenge the murder of his parents, Bruce Wayne devotes his life to wiping out crime in Gotham City as the masked vigilante ""Batman""."			https://www.streamwithvpn.com/batman-the-animated-series-1992	success
tt1375666	movie	Inception	2010.0	\N	0.0	148	Action,Adventure,Sci-Fi	8.8	2734811.0	"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious."			https://www.streamwithvpn.com/inception-2010	success
tt0137523	movie	Fight Club	1999.0	\N	0.0	139	Crime,Drama,Thriller	8.8	2519735.0	"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion."			https://www.streamwithvpn.com/fight-club-1999	success
tt0109830	movie	Forrest Gump	1994.0	\N	0.0	142	Drama,Romance	8.8	2423894.0	A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.			https://www.streamwithvpn.com/forrest-gump-1994	success
tt0110912	movie	Pulp Fiction	1994.0	\N	0.0	154	Crime,Drama	8.8	2372482.0	A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.			https://www.streamwithvpn.com/pulp-fiction-1994	success
tt0167261	movie	The Lord of the Rings: The Two Towers	2002.0	\N	0.0	179	Adventure,Drama,Fantasy	8.8	1903590.0	Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.			https://www.streamwithvpn.com/the-lord-of-the-rings-the-two-towers-2002	success
tt9253866	tvSeries	Our Planet	2019.0	2023	0.0	50	Documentary	9.2	58506.0	Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.			https://www.streamwithvpn.com/our-planet-2019	success
tt28227737	tvSeries	Sandeep Bhaiya	2023.0	2023	0.0	\N	Drama	9.1	76687.0	‘Sandeep Bhaiya’ is a spinoff of the blockbuster webshow TVF Aspirants. It will have a total of eight episodes and is inspired by his iconic character in TVF Aspirants.			https://www.streamwithvpn.com/sandeep-bhaiya-2023	success
tt4742876	tvSeries	TVF Pitchers	2015.0	2022	0.0	40	Comedy,Drama	9.1	76610.0	A story of trials and tribulations of four young entrepreneurs who quit their day jobs in order to pursue their start up venture.			https://www.streamwithvpn.com/tvf-pitchers-2015	success
tt12004706	tvSeries	Panchayat	2020.0	\N	0.0	\N	Comedy,Drama	9.0	110970.0	Panchayat is a comedy-drama, which captures the journey of an engineering graduate Abhishek, who for lack of a better job option joins as secretary of a panchayat office in a remote village of Uttar Pradesh. Stuck between crazy villagers and a difficult village lifestyle Abhishek starts his job with the sole motivation of getting out of there as soon as possible, for which he even prepares for CAT.			https://www.streamwithvpn.com/panchayat-2020	success
tt0060196	movie	The Good, the Bad and the Ugly	1966.0	\N	0.0	178	Adventure,Drama,Western	8.8	869173.0	While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.			https://www.streamwithvpn.com/the-good-the-bad-and-the-ugly-1966	success
tt0052520	tvSeries	The Twilight Zone	1959.0	1964	0.0	50	Drama,Fantasy,Horror	9.0	103153.0	An anthology series containing drama, psychological thriller, fantasy, science fiction, suspense, and/or horror, often concluding with a macabre or unexpected twist.			https://www.streamwithvpn.com/the-twilight-zone-1959	success
tt1831164	tvSeries	Leyla and Mecnun	2011.0	2023	0.0	90	Adventure,Comedy,Drama	9.0	100579.0	Leyla ile Mecnun is a Turkish television comedy series. The show is set in Istanbul, Turkey and premiered in 2011 on TRT. The series is a surreal and absurd comedy that revolves around the fictional love story between Leyla and Mecnun.			https://www.streamwithvpn.com/leyla-and-mecnun-2011	success
tt1865718	tvSeries	Gravity Falls	2012.0	2016	0.0	23	Adventure,Animation,Comedy	8.9	164369.0	Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer helping their great uncle Stan run a tourist trap in the mysterious town of Gravity Falls, Oregon.			https://www.streamwithvpn.com/gravity-falls-2012	success
tt0213338	tvSeries	Cowboy Bebop	1998.0	1999	0.0	24	Action,Adventure,Animation	8.9	159371.0	"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters, also referred to as ""Cowboys"", chase criminals and bring them in alive in return for a reward."			https://www.streamwithvpn.com/cowboy-bebop-1998	success
tt2802850	tvSeries	Fargo	2014.0	2024	0.0	60	Crime,Drama,Thriller	8.8	452392.0	A close-knit anthology series dealing with stories involving malice, violence and murder based in and around Minnesota.			https://www.streamwithvpn.com/fargo-2014	success
tt10986410	tvSeries	Ted Lasso	2020.0	\N	0.0	30	Comedy,Drama,Sport	8.8	417502.0	Ted Lasso, an American football coach, moves to England when he's hired to manage a soccer team—despite having no experience. With cynical players and a doubtful town, will he get them to see the Ted Lasso Way?			https://www.streamwithvpn.com/ted-lasso-2020	success
tt9432978	tvSeries	Kota Factory	2019.0	2021	0.0	40	Comedy,Drama	9.0	89729.0	In a city of coaching centers known to train India’s finest collegiate minds, an earnest but unexceptional student and his friends navigate campus life.			https://www.streamwithvpn.com/kota-factory-2019	success
tt7660850	tvSeries	Succession	2018.0	2023	0.0	60	Comedy,Drama	8.8	331206.0	Follow the lives of the Roy family as they contemplate their future once their aging father begins to step back from the media and entertainment conglomerate they control.			https://www.streamwithvpn.com/succession-2018	success
tt7678620	tvSeries	Bluey	2018.0	\N	0.0	7	Animation,Family	9.3	41500.0	Bluey is an inexhaustible six year-old Blue Heeler dog, who loves to play and turns everyday family life into extraordinary adventures, developing her imagination as well as her mental, physical and emotional resilience.			https://www.streamwithvpn.com/bluey-2018	success
tt5622316		The Chosen											https://www.streamwithvpn.com/the-chosen-2017	request_error: 404 Client Error: Not Found for url: https://www.streamwithvpn.com/the-chosen
tt0472954	tvSeries	It's Always Sunny in Philadelphia	2005.0	\N	0.0	22	Comedy	8.8	272827.0	Four egocentric friends run a neighborhood Irish pub in Philadelphia and try to find their way through the adult world of work and relationships. Unfortunately, their warped views and precarious judgments often lead them to trouble, creating a myriad of uncomfortable situations that usually only get worse before they get better.			https://www.streamwithvpn.com/its-always-sunny-in-philadelphia-2005	success
tt10541088	tvSeries	Clarkson's Farm	2021.0	\N	0.0	45	Comedy,Documentary,Reality-TV	9.0	78415.0	Follow Jeremy Clarkson as he embarks on his latest adventure, farming. The man who on several occasions claims to be allergic to manual labour takes on the most manually labour intensive job there is. What could possibly go wrong?			https://www.streamwithvpn.com/clarksons-farm-2021	success
tt3398228	tvSeries	BoJack Horseman	2014.0	2020	0.0	25	Animation,Comedy,Drama	8.8	218081.0	Meet the most beloved sitcom horse of the '90s , 20 years later. He's a curmudgeon with a heart of...not quite gold...but something like gold. Copper?			https://www.streamwithvpn.com/bojack-horseman-2014	success
tt0816692	movie	Interstellar	2014.0	\N	0.0	169	Adventure,Drama,Sci-Fi	8.7	2411635.0	The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.			https://www.streamwithvpn.com/interstellar-2014	success
tt0133093	movie	The Matrix	1999.0	\N	0.0	136	Action,Sci-Fi	8.7	2190468.0	Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.			https://www.streamwithvpn.com/the-matrix-1999	success
tt0080684		Star Wars: Episode V - The Empire Strikes Back											https://www.streamwithvpn.com/star-wars-episode-v---the-empire-strikes-back-1980	request_error: 404 Client Error: Not Found for url: https://www.streamwithvpn.com/star-wars-episode-v---the-empire-strikes-back
tt0099685	movie	Goodfellas	1990.0	\N	0.0	145	Biography,Crime,Drama	8.7	1351428.0	The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.			https://www.streamwithvpn.com/goodfellas-1990	success
tt0252487	movie	The Chaos Class	1975.0	\N	0.0	85	Comedy	9.2	45097.0	Lazy, uneducated students mostly coming from money, share a very close band. They live together in the dormitory of this private highschool, where they daily plan their latest pranks on teachers or the other classes. When a new and obviously strict headmaster arrives, the students naturally try to overthrow him. A comic war of nitwits follows.			https://www.streamwithvpn.com/the-chaos-class-1975	success
tt0073486	movie	One Flew Over the Cuckoo's Nest	1975.0	\N	0.0	133	Drama	8.7	1132497.0	A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.			https://www.streamwithvpn.com/one-flew-over-the-cuckoos-nest-1975	success
tt2442560	tvSeries	Peaky Blinders	2013.0	2022	0.0	60	Crime,Drama	8.7	732557.0	A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.			https://www.streamwithvpn.com/peaky-blinders-2013	success
tt2085059	tvSeries	Black Mirror	2011.0	\N	0.0	60	Crime,Drama,Mystery	8.7	712071.0	Twisted tales run wild in this mind-bending anthology series that reveals humanity's worst traits, greatest innovations and more.			https://www.streamwithvpn.com/black-mirror-2011	success
tt0214341		Dragon Ball Z											https://www.streamwithvpn.com/dragon-ball-z-1996	request_error: 404 Client Error: Not Found for url: https://www.streamwithvpn.com/dragon-ball-z
tt0412142	tvSeries	House	2004.0	2012	0.0	45	Drama	8.7	573498.0	Dr. Gregory House, a drug-addicted, unconventional, misanthropic medical genius, leads a team of diagnosticians at the fictional Princeton–Plainsboro Teaching Hospital in New Jersey.			https://www.streamwithvpn.com/house-2004	success
tt0193676	tvSeries	Freaks and Geeks	1999.0	2000	0.0	45	Comedy,Drama	8.8	161802.0	"High school mathlete Lindsay Weir rebels and begins hanging out with a crowd of burnouts (the ""freaks""), while her brother Sam Weir navigates a different part of the social universe with his nerdy friends (the ""geeks"")."			https://www.streamwithvpn.com/freaks-and-geeks-1999	success
tt0264235	tvSeries	Curb Your Enthusiasm	2000.0	2024	0.0	30	Comedy	8.8	160285.0	The off-kilter, unscripted comic vision of Larry David, who plays himself in a parallel universe in which he can't seem to do anything right, and, by his standards, neither can anyone else.			https://www.streamwithvpn.com/curb-your-enthusiasm-2000	success
tt2707408	tvSeries	Narcos	2015.0	2017	0.0	50	Biography,Crime,Drama	8.7	511449.0	A gritty chronicle of the war against Colombia's infamously violent and powerful drug cartels.			https://www.streamwithvpn.com/narcos-2015	success
tt5753856	tvSeries	Dark	2017.0	2020	0.0	60	Crime,Drama,Mystery	8.7	508697.0	A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.			https://www.streamwithvpn.com/dark-2017	success
tt0200276	tvSeries	The West Wing	1999.0	2006	0.0	42	Drama	8.9	93951.0	The West Wing provides a glimpse into presidential politics in the nation's capital as it tells the stories of the members of a fictional presidential administration. These interesting characters have humor and dedication that touches the heart while the politics that they discuss touch on everyday life.			https://www.streamwithvpn.com/the-west-wing-1999	success
tt14986406		Bleach: Thousand-Year Blood War											https://www.streamwithvpn.com/bleach-thousand-year-blood-war-2022	request_error: 404 Client Error: Not Found for url: https://www.streamwithvpn.com/bleach-thousand-year-blood-war
tt0121955	tvSeries	South Park	1997.0	\N	0.0	22	Animation,Comedy	8.7	432615.0	Follow the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.			https://www.streamwithvpn.com/south-park-1997	success
tt11280740	tvSeries	Severance	2022.0	\N	0.0	50	Drama,Mystery,Sci-Fi	8.7	346803.0	Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.			https://www.streamwithvpn.com/severance-2022	success
tt0081912	tvSeries	Only Fools and Horses	1981.0	2003	0.0	95	Comedy	9.0	62299.0	The misadventures of two wheeler dealer brothers Del Boy and Rodney Trotter of 'Trotters Independent Traders PLC' who scrape their living by selling dodgy goods believing that next year they will be millionaires.			https://www.streamwithvpn.com/only-fools-and-horses-1981	success
tt6741278	tvSeries	Invincible	2021.0	\N	0.0	50	Action,Adventure,Animation	8.7	289031.0	Mark Grayson is a normal teenager except for the fact that his father is the most powerful superhero on the planet. Shortly after his seventeenth birthday, Mark begins to develop powers of his own and enters into his father’s tutelage.			https://www.streamwithvpn.com/invincible-2021	success
tt0804503	tvSeries	Mad Men	2007.0	2015	0.0	45	Drama	8.7	280099.0	Set in 1960-1970 New York, this sexy, stylized and provocative drama follows the lives of the ruthlessly competitive men and women of Madison Avenue advertising.			https://www.streamwithvpn.com/mad-men-2007	success
tt14650074		Dhindora											https://www.streamwithvpn.com/dhindora-2021	request_error: 404 Client Error: Not Found for url: https://www.streamwithvpn.com/dhindora
tt1606375	tvSeries	Downton Abbey	2010.0	2015	0.0	60	Drama,Romance	8.7	239613.0	A chronicle of the lives of the aristocratic Crawley family and their servants in the post-Edwardian era—with great events in history having an effect on their lives and on the British social hierarchy.			https://www.streamwithvpn.com/downton-abbey-2010	success
tt0098936	tvSeries	Twin Peaks	1990.0	1991	0.0	50	Crime,Drama,Mystery	8.7	237317.0	The body of Laura Palmer is washed up on a beach near the small Washington state town of Twin Peaks. FBI Special Agent Dale Cooper is called in to investigate her strange demise only to uncover a web of mystery that ultimately leads him deep into the heart of the surrounding woodland and his very own soul.			https://www.streamwithvpn.com/twin-peaks-1990	success
tt5687612	tvSeries	Fleabag	2016.0	2019	0.0	30	Comedy,Drama	8.7	234269.0	A portrait into the mind of a dry-witted, sexual, angry, porn-watching, grief-riddled woman, trying to make sense of the world. As she hurls herself headlong at modern living, Fleabag is thrown roughly up against the walls of contemporary London, with all its frenetic energy, late nights, and bright lights.			https://www.streamwithvpn.com/fleabag-2016	success
tt10233448	tvSeries	Vinland Saga	2019.0	2023	0.0	24	Action,Adventure,Animation	8.8	112274.0	For a thousand years, the Vikings have made quite a name and reputation for themselves as the strongest families with a thirst for violence. Thorfinn, the son of one of the Vikings' greatest warriors, spends his boyhood in a battlefield enhancing his skills in his adventure to redeem his most-desired revenge after his father was murdered.			https://www.streamwithvpn.com/vinland-saga-2019	success
tt31938062	tvSeries	The Pitt	2025.0	\N	0.0	50	Drama	8.9	74396.0	The staff of Pittsburgh's Trauma Medical Center work around the clock to save lives in an overcrowded and underfunded emergency department.			https://www.streamwithvpn.com/the-pitt	success
tt0988824		Naruto: Shippuden											https://www.streamwithvpn.com/naruto-shippuden-2007	request_error: 404 Client Error: Not Found for url: https://www.streamwithvpn.com/naruto-shippuden
tt0072500	tvSeries	Fawlty Towers	1975.0	1979	0.0	30	Comedy	8.8	106928.0	Owner Basil Fawlty, his wife Sybil, a chambermaid Polly, and Spanish waiter Manuel attempt to run their hotel amidst farcical situations and an array of demanding guests.			https://www.streamwithvpn.com/fawlty-towers-1975	success
tt0114369	movie	Se7en	1995.0	\N	0.0	127	Crime,Drama,Mystery	8.6	1953871.0	"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case."			https://www.streamwithvpn.com/se7en-1995	success
tt0384766	tvSeries	Rome	2005.0	2007	0.0	60	Action,Drama,Romance	8.7	198492.0	A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.			https://www.streamwithvpn.com/rome-2005	success
tt0102926	movie	The Silence of the Lambs	1991.0	\N	0.0	118	Crime,Drama,Horror	8.6	1665509.0	Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.			https://www.streamwithvpn.com/the-silence-of-the-lambs-1991	success
